dim,in_block,corr_x,corr_y,corr_cos,corr_sin
95,0,-0.2164,0.0525,-0.0410,0.1558
96,0,-0.0509,0.0175,0.0189,-0.0921
97,0,0.1873,0.0688,0.0380,-0.0054
98,0,-0.2523,-0.1060,0.0122,-0.1211
99,0,-0.0222,0.0349,0.0269,0.2257
100,0,-0.1310,-0.0666,0.0421,0.0075
101,0,0.3188,-0.0382,0.1889,0.0106
102,0,-0.0301,0.2114,-0.0593,-0.0216
103,0,0.0823,0.0331,0.1706,0.1734
104,0,-0.0227,-0.1249,0.0326,0.1075
105,0,0.1471,-0.0317,-0.1773,0.0049
106,0,0.0712,-0.2328,0.0868,-0.0569
107,0,0.0612,0.0265,0.0639,-0.0803
108,0,-0.2062,-0.0134,-0.0868,-0.1148
109,0,0.0037,-0.0121,-0.0582,-0.1414
110,0,-0.1285,0.0437,0.0049,-0.0778
111,0,0.1784,-0.0727,0.1188,-0.0342
112,0,-0.0762,0.2054,-0.0971,0.1652
113,0,-0.1388,0.0137,-0.2463,0.1408
114,0,-0.0879,0.0045,-0.0849,-0.0235
115,0,-0.0009,-0.2791,-0.0456,0.0701
116,0,0.0348,0.0060,0.1401,0.0880
117,0,0.0945,0.0214,-0.0375,-0.0751
118,0,0.2295,0.0037,0.2343,-0.0008
119,0,-0.0616,0.2503,0.0662,0.3266
120,0,0.0732,0.0027,0.1407,0.0842
121,0,0.1091,0.1447,-0.1055,0.0055
122,0,-0.0445,-0.1510,-0.1149,-0.0583
123,0,-0.1775,-0.1363,0.0513,-0.0604
124,0,-0.1185,0.1683,-0.0226,-0.0188
125,0,0.0169,-0.1471,0.0196,-0.0304
126,0,-0.2271,-0.0034,-0.1279,0.1089
127,0,-0.0280,-0.0941,-0.1726,-0.0196
